TERYT,Gmina,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
241610,gm. Żarnowiec,3,47.9259066,5.5,2913.33,4.5,100,67.6,4729,95.2,1576,89.83,62,38,19.84294789,50.49700084
241701,m. Żywiec,3,55.70866142,5.4,3182.13,5.8,108,63.6,1871,75.4,15908,90.39,122,630,19.2129744,49.69557912
241702,gm. Czernichów,3,58.25989124,4.9,3489.39,5.2,106,57.1,6798,93.4,2266,91.23,105,121,19.19170749,49.77891194
241703,gm. Gilowice,3,56.0312886,5.8,2973.51,5.1,105,62.2,3097,92.6,3097,88.33,65,222,19.30206811,49.70901179
241704,gm. Jeleśnia,3,48.98166068,3.9,3191.9,5.3,101,58.8,4467,89.6,1675,87.07,88,79,19.33161527,49.6018651
241705,gm. Koszarawa,3,48.00777454,4.1,4531.57,5,100,54.9,2428,77.1,2428,312.65,62,77,19.42985743,49.65029385
241706,gm. Lipowa,3,51.86170213,4.9,3164.96,5.8,107,56.7,5237,96.1,3491,88.08,85,178,19.07119968,49.67030151
241707,gm. Łękawica,3,55.50523634,5.1,4225.48,6.6,103,55.6,4454,83.9,4454,86.27,58,104,19.29726758,49.75060407
241708,gm. Łodygowice,3,56.96270459,5.8,3318.87,4.3,104,57.9,4685,101.7,7027,90.38,100,392,19.15183005,49.72354856
241709,gm. Milówka,3,49.76929792,5,3315.64,4.6,105,59.2,3363,92.6,10090,84.46,76,102,19.05492686,49.55932437
241710,gm. Radziechowy-Wieprz,3,51.32991585,4.7,2854.19,5.4,104,56.7,4363,94.6,2618,81.84,72,202,19.1567289,49.63027266
241711,gm. Rajcza,3,45.4420648,6.1,3303.15,8.9,104,60.8,4494,84.6,2996,98.13,75,68,19.04016637,49.47361641
241712,gm. Ślemień,3,56.68393782,4.8,3101.89,6.6,105,58.2,3524,82.9,1762,94.07,90,78,19.38922896,49.73436601
241713,gm. Świnna,3,53.50645312,3.6,3138.83,4.3,106,61.2,4041,85.3,2021,97.24,77,206,19.27867764,49.66141751
241714,gm. Ujsoły,3,45.22666667,5.5,3412.98,8.9,98,62.1,4556,81.6,4556,83.07,70,41,19.15975879,49.46521965
241715,gm. Węgierska Górka,3,55.22113536,5.4,2993.51,5.8,102,59.3,5034,90.9,3776,86.45,86,197,19.15503531,49.58022069
246101,m. Bielsko-Biała,3,59.41339529,4.8,4701.14,4.3,112,65.9,2397,68.9,7191,100.27,150,1386,19.03890219,49.81297875
246201,m. Bytom,3,46.41923068,4.7,3953.28,8.6,109,60.3,3284,54.8,14230,89.31,97,2459,18.87758662,50.3636055
246301,m. Chorzów,3,49.68203967,5.1,4506.07,5.5,110,63.9,3136,52.1,9978,90.1,103,3302,18.9610619,50.29480786
246401,m. Częstochowa,3,55.06165338,4.6,4841.61,6.5,113,63.3,2427,62,9921,95.29,117,1429,19.11828128,50.80525253
246501,m. Dąbrowa Górnicza,3,52.24771291,4.3,5260.8,6.6,108,58.9,2993,60.3,6817,95.46,101,650,19.29961515,50.3543025
246601,m. Gliwice,3,54.89149275,5.6,7693.99,5.1,108,60.7,2866,61.6,9170,94.06,131,1370,18.65359021,50.29922985
246701,m. Jastrzębie-Zdrój,3,53.80068748,4.5,4172.82,5.7,104,63.7,3925,68.7,6449,93.53,66,1058,18.61384541,49.95507186
246801,m. Jaworzno,3,51.70675462,4.5,4449.14,3.5,106,56.3,2731,68.1,5462,91.76,90,608,19.29116006,50.20433017
246901,m. Katowice,3,57.30657949,5.1,5516.66,4.4,110,62,2542,60,8106,98.69,155,1822,19.02314194,50.21801778
247001,m. Mysłowice,3,54.05679339,5,4075.17,4.6,107,56.3,3564,67.2,7485,88.91,96,1141,19.14623834,50.19803625
247101,m. Piekary Śląskie,3,50.66163836,5,3516.6,6,109,59.3,2684,61.8,6264,92.45,77,1410,18.96666038,50.37359978
247201,m. Ruda Śląska,3,51.17372173,4.9,4158.61,3.5,107,59,3252,54.8,10757,92.17,70,1799,18.86909626,50.2662977
247301,m. Rybnik,3,53.66259456,5.3,4931.84,4.4,105,58.2,3773,75.3,6647,92.47,98,941,18.5442205,50.10557224
247401,m. Siemianowice Śląskie,3,51.40665911,5.1,3658.17,5.8,109,60.5,3249,53.9,6823,92.17,94,2676,19.02666958,50.3133652
247501,m. Sosnowiec,3,52.11634928,4.5,3949.55,6.3,111,61.4,2659,55.2,10369,94.05,112,2277,19.19286509,50.27617332
247601,m. Świętochłowice,3,45.53362665,4.5,3533.03,4.7,108,60.7,3921,51.1,8495,89.25,76,3829,18.91082818,50.29853026
247701,m. Tychy,3,57.27859715,5.5,4884.13,2.9,107,58.6,3293,64.1,9175,91.98,108,1570,19.00263098,50.12309132
247801,m. Zabrze,3,44.64627012,4.8,4412.11,5.3,107,57.1,3265,56.2,8015,91.96,94,2193,18.786836,50.31565109
247901,m. Żory,3,54.35230629,4.8,4025.63,3.9,104,58.3,2950,73.4,7743,89.69,89,958,18.69234689,50.0371156
260101,gm. Busko-Zdrój,3,48.05940168,4.6,3666.89,6,109,62.6,1927,79.2,6553,90.4,103,139,20.75010912,50.477701
260102,gm. Gnojno,3,35.68542957,5.4,3674.68,5.7,97,66,0,85.1,1486,89.26,55,46,20.86931015,50.58270175
260103,gm. Nowy Korczyn,3,43.69045304,4.5,3681.24,5.3,101,64.4,3079,89,6158,81.08,44,53,20.81614648,50.32130413
260104,gm. Pacanów,3,38.11989956,6.1,3248.49,4.9,106,66.9,3741,86.2,7481,84.69,44,60,21.03783492,50.37217239
260105,gm. Solec-Zdrój,3,44.738084,4.7,3847.58,5.2,104,62.5,2534,91.1,5068,86.31,57,60,20.88620699,50.37750627
260106,gm. Stopnica,3,42.4918135,0,0,0,0,0,0,0,0,0,0,0,20.92529872,50.45931301
260107,gm. Tuczępy,3,39.88288874,5.3,4356.41,6.2,101,64.4,3780,100.8,1260,105.02,58,45,21.00961118,50.52187052
260108,gm. Wiślica,3,38.79711986,4.1,4152.26,5.6,103,61.2,1870,93.5,5611,87.83,53,56,20.68432963,50.36898909
260201,gm. Imielno,3,38.38992333,6.3,3223.93,6.8,99,68.1,4450,82.3,1483,87.07,43,44,20.42826265,50.58441391
260202,gm. Jędrzejów,3,47.20365659,4.7,2737.68,8.4,106,63.1,2858,74.4,9528,96.91,91,126,20.30750482,50.64765437
260203,gm. Małogoszcz,3,45.45941315,7,3248.55,8.8,100,59.7,5835,81.9,2918,89.98,72,80,20.24610903,50.79452008
260204,gm. Nagłowice,3,34.74269147,2.2,4234,8.4,100,65.9,0,74.9,1688,85.32,55,43,20.13077485,50.65726083
260205,gm. Oksa,3,40.41450777,5.6,3166.72,7.5,99,66.6,0,87.8,2305,94.07,55,51,20.14444506,50.74650495
260206,gm. Sędziszów,3,44.49588963,4.1,3082.93,7.8,101,60.2,3170,69.6,3170,88.8,61,87,20.04723099,50.55809805
260207,gm. Słupia (Jędrzejowska),3,38.79072336,4.1,3230.23,6.7,104,66,0,81.6,4381,97.11,50,40,19.93118403,50.59159832
260208,gm. Sobków,3,45.94515753,5.4,3042.97,6.8,99,60.4,4268,98.1,2134,93.34,60,59,20.44574887,50.70534646
260209,gm. Wodzisław,3,39.57713908,5.3,2982.95,7.7,99,68.2,3583,79.6,1791,87.99,64,41,20.2280967,50.52115336
260301,gm. Bejsce,3,34.4238564,5.5,2679.64,7,106,60.2,0,104,1391,84.23,40,73,20.60088962,50.23309396
260302,gm. Czarnocin,3,35.60131304,5.1,3384.59,7.8,102,57,3879,98.1,1940,88.32,40,55,20.53434831,50.33332035
260303,gm. Kazimierza Wielka,3,38.51118445,4.3,2785.61,9.3,105,58.3,2738,89.4,8213,93.31,59,117,20.48060578,50.24980602
260304,gm. Opatowiec,3,35.34255599,4.4,3072.84,5.4,102,62.9,3352,88.1,3352,87.76,51,49,20.68094308,50.26593753
260305,gm. Skalbmierz,3,33.5771763,3.9,3044.74,7.5,101,64.5,3309,94.1,6618,94.26,52,77,20.39719834,50.31185644
260401,gm. Bieliny,3,43.63361852,5.2,3338.41,9.1,100,56.1,5107,99,10213,85.46,62,116,20.95840749,50.83492676
260402,gm. Bodzentyn,3,43.12997347,6.3,3003.41,10.3,99,55.8,2328,85.4,11638,88.43,59,73,20.91799474,50.95119637
260403,gm. Chęciny,3,47.97024098,5.7,3257.8,7.5,102,56.6,3003,81.5,7507,82.77,68,118,20.44202052,50.78564051
260404,gm. Chmielnik,3,45.67462879,4.2,3645.91,9.9,99,60.9,1907,75.2,2861,90.89,65,80,20.72126848,50.60971202
260405,gm. Daleszyce,3,45.69836013,0,0,0,0,0,0,0,0,0,0,0,20.80325534,50.77899353
260406,gm. Górno,3,52.82708143,5.6,3030.49,6.7,101,52.7,13977,103.9,3494,90.37,73,168,20.81793045,50.86201093
260407,gm. Łagów,3,38.91154051,6.8,3924.68,8,95,58.3,2318,78.4,3477,91.04,63,61,21.07586253,50.77229576
260408,gm. Łopuszno,3,52.48793935,5.8,3197.99,10.1,99,58,4495,88.2,8989,88.11,71,51,20.25610473,50.93912034
260409,gm. Masłów,3,53.40557276,4.4,2868.88,7.4,98,50.6,10602,104.4,3534,68.13,103,124,20.72439223,50.91484716
260410,gm. Miedziana Góra,3,53.06672658,4.8,2793.92,6.5,104,52.2,11260,102.2,3753,79.91,98,158,20.55180596,50.95099293
260411,gm. Mniów,3,48.2893319,5.2,2928.88,9.9,104,54.9,4675,79.5,3116,89.93,57,98,20.46193198,51.01567754
260412,gm. Morawica,3,50.57010301,5,3656.16,5.3,98,54.3,5267,101.2,3950,91.92,94,113,20.6196738,50.73943027
260413,gm. Nowa Słupia,3,40.22194821,5.2,3285.03,10.8,101,57.1,3212,79.2,3212,111.69,62,112,21.07498265,50.87108881
260414,gm. Piekoszów,3,48.37379396,4.2,2979.8,7.8,103,53.5,8161,89.9,5440,90.79,70,159,20.42226563,50.87596831
260415,gm. Pierzchnica,3,44.64105157,4.6,3652.28,10.4,100,59.3,4793,80.2,4793,88.13,57,46,20.78520875,50.68314415
260416,gm. Raków,3,40.85150571,5.6,4482.97,9,97,61.2,2858,71.6,1905,92.45,65,30,21.01266069,50.69078387
260417,gm. Sitkówka-Nowiny,3,53.25955386,3.9,6074.11,6.8,103,58,3854,74.4,7708,106.67,91,169,20.51936655,50.82031253
260418,gm. Strawczyn,3,51.84598513,4.4,3470.96,8,100,53,5253,96.1,10505,89.27,72,122,20.42195728,50.94336566
260419,gm. Zagnańsk,3,55.09158204,4.6,3019.84,8.7,102,54.4,6480,87.6,3240,94.13,81,104,20.65402732,50.9919223
260501,gm. Fałków,3,38.33290455,5,3433.71,8.7,100,66.4,4559,74.2,2280,96.07,41,34,20.06539521,51.13289069
260502,gm. Gowarczów,3,39.84536082,3.8,2964.46,10.8,98,60.1,2350,79.2,2350,93.73,60,47,20.44916836,51.28140553
260503,gm. Końskie,3,48.39816172,4.9,2887.98,9.5,106,62.1,2253,70.5,3605,91.68,99,144,20.38711967,51.18050681
260504,gm. Radoszyce,3,41.87432286,5.3,3296.47,9.8,98,59.1,3015,74.4,4522,102.58,64,62,20.2734,51.0587156
260505,gm. Ruda Maleniecka,3,50.74735691,6,3158.46,13.2,102,69.8,0,66.7,1591,87.11,51,29,20.19509275,51.14236204
260506,gm. Słupia (Konecka),3,44.33321416,3.2,3568.89,4.6,91,61.1,3429,85.6,1143,90.13,58,32,20.12568346,51.02166454
260507,gm. Smyków,3,44.46270128,3.1,3364.96,10.4,98,60.8,3808,77.5,3808,79.64,69,61,20.40395108,51.07287818
260508,gm. Stąporków,3,39.77364592,5.1,2772.97,13.3,104,62.5,3513,67.8,5856,82.52,68,76,20.57928376,51.1449169
260601,gm. Baćkowice,3,43.32683877,6.8,3620.69,10.7,94,58.7,2479,87.6,1653,92.74,45,52,21.22423985,50.78413939
260602,gm. Iwaniska,3,42.31729055,6.7,3181.05,19.4,95,58.9,3408,81.3,3408,89.25,49,65,21.27975825,50.71998881
260603,gm. Lipnik,3,35.98426917,6.8,3821.44,15.8,101,58.7,0,83.2,2715,84.18,44,67,21.48827061,50.73461149
260604,gm. Opatów,3,50.02997602,4.3,2805.85,13.4,107,61.5,2005,73.9,12030,93.6,86,106,21.41894427,50.79042137
260605,gm. Ożarów,3,43.76876042,5,4255.34,13.2,102,60.2,3677,70.2,2758,86.17,64,60,21.69971952,50.87881666
260606,gm. Sadowie,3,44.15736935,2.5,3027.54,11.8,106,63.1,4044,86.7,2022,83.21,60,49,21.35376519,50.84438424
260607,gm. Tarłów,3,39.75462764,4.6,3209.88,13.4,103,61.2,2692,73.3,5383,75.07,51,33,21.72650904,50.99614939
260608,gm. Wojciechowice,3,46.0133372,2.9,3062.46,13.1,100,64.2,0,80.5,2066,77.3,53,48,21.5836488,50.82603798
260701,m. Ostrowiec Świętokrzyski,3,44.8009916,4,2715.16,9.3,112,61.5,2524,62.2,10097,91.58,108,1522,21.39894407,50.94612533
260702,gm. Bałtów,3,41.48867314,3.9,3239.94,10.5,104,61.2,0,82.8,1782,93.5,59,34,21.57382634,51.0173939
260703,gm. Bodzechów,3,42.28284279,3.7,3259.24,10.9,103,59.9,0,86,6799,84.89,74,111,21.39971668,50.93219942
260704,gm. Ćmielów,3,38.71071199,5,2936.82,11.4,107,62.5,3775,70.6,3775,80.56,60,64,21.53207374,50.90742063
260705,gm. Kunów,3,39.64677223,4.3,2930.59,11.7,102,58.7,5009,73,1670,75.95,58,88,21.30630269,50.97980982
260706,gm. Waśniów,3,35.20625889,4.5,3602.37,7.6,100,65.5,7011,81.4,7011,86.62,38,63,21.20893415,50.87711501
260801,gm. Działoszyce,3,35.10928962,4.2,3345.53,6.8,101,71.1,2572,76.2,5143,84.46,51,49,20.35913541,50.3973566
260802,gm. Kije,3,43.51554126,6,4545.66,6.6,102,62.8,0,80,749,94.29,55,45,20.58110699,50.61301776
260803,gm. Michałów,3,36.91830403,7.2,3095.27,5.3,98,69.2,0,82.2,2358,87.91,53,42,20.40898109,50.48892134
260804,gm. Pińczów,3,43.10590297,4.2,3514.72,6.2,104,58.8,2355,76.3,2355,95.94,75,100,20.54774038,50.48610687
260805,gm. Złota,3,34.42831678,6.4,2816.36,5.1,104,65,4538,99.8,1513,80,54,55,20.56769237,50.38478191
260901,m. Sandomierz,3,48.73924797,4.9,3671.05,6.4,113,62.2,1512,65.4,8062,97.95,137,843,21.75116691,50.68034269
260902,gm. Dwikozy,3,36.18090452,3.7,2955.72,6.6,104,57.3,4447,81.9,1779,89.91,56,105,21.78242347,50.74725725
260903,gm. Klimontów,3,35.36585366,4.7,3334.93,8.3,100,60.8,2757,89.1,8272,83.77,51,83,21.44600658,50.66080849
260904,gm. Koprzywnica,3,44.96110325,5.1,2909.2,6.8,103,59.9,2274,96.9,3412,87.36,50,98,21.57558567,50.59713632
260905,gm. Łoniów,3,43.33766656,5.5,3596.82,6.4,98,63.3,7540,104.6,7540,95.38,53,87,21.51887058,50.56082673
260906,gm. Obrazów,3,38.80131965,5.9,3433.75,6.4,104,63.9,0,96.4,2190,80.55,58,92,21.61453003,50.69816044
260907,gm. Samborzec,3,42.63902507,4.6,3153.4,4.8,102,62.8,4298,100.1,8596,81.88,62,101,21.63838601,50.64610163
260908,gm. Wilczyce,3,35.77694236,2.9,3319.89,7.1,100,57.9,3778,82.7,3778,92.21,43,54,21.64976903,50.75190892
260909,gm. Zawichost,3,37.57380569,5,2829.32,7.8,105,67,2304,71.3,4607,84.04,60,57,21.79559991,50.82743584
261001,m. Skarżysko-Kamienna,3,48.18288694,3.9,2747.57,10.8,110,64.3,2345,59.7,11725,90.5,117,728,20.85846263,51.11995941
261002,gm. Bliżyn,3,43.40083297,5.9,2912.14,17.8,103,58.4,4147,72.2,4147,71.75,68,59,20.71530067,51.09445354
261003,gm. Łączna,3,43.61326747,3.4,3133.34,11.9,101,57.5,0,77.2,5226,85.86,64,85,20.7833601,50.99108112
261004,gm. Skarżysko Kościelne,3,46.18536585,3.9,2780.85,14.9,102,58.4,6193,79.2,6193,84.46,75,116,20.93297826,51.13620384
261005,gm. Suchedniów,3,48.63444178,5.1,2386.91,12.4,107,58.8,3476,69.7,10427,91.04,96,139,20.83813252,51.04571435
261101,m. Starachowice,3,47.76140718,4.1,2898.54,8.7,110,65,1798,60.7,6294,91.55,94,1582,21.07910783,51.04018614
261102,gm. Brody,3,42.23344557,4.8,2877.72,9.6,104,60,5543,77.1,3695,79.82,60,69,21.22756094,51.0404026
261103,gm. Mirzec,3,47.84514244,4.1,3001.68,7.5,99,62.2,8333,89.1,2083,91.72,58,75,21.06276603,51.12757059
261104,gm. Pawłów,3,40.80507079,6.4,3071.18,7.1,100,60.9,15312,91.1,3062,89.87,52,111,21.08237707,50.95582983
261105,gm. Wąchock,3,46.6047791,2.2,3013.29,10.5,106,61.7,3474,71.2,1737,79.6,73,85,20.99234558,51.05104559
261201,gm. Bogoria,3,40.65537786,4.3,4230.66,7.6,101,64.1,3946,89.8,2631,90.27,54,64,21.27354783,50.65495483
261202,gm. Łubnice,3,43.29078014,4.5,3247.8,5.1,102,66.2,0,99.3,4118,86.64,47,49,21.16728337,50.3988635
261203,gm. Oleśnica,3,39.49398334,8.2,3483.06,7.2,101,58.9,3908,79.2,1954,84.84,64,73,21.07138542,50.45900999
261204,gm. Osiek,3,44.60056836,4.3,3298.29,9.7,97,62.6,1951,86.7,3902,85.84,51,60,21.40535945,50.50771917
261205,gm. Połaniec,3,50.48853235,4,5394.35,5.7,101,48.5,2398,82.5,5995,98.58,65,160,21.26941347,50.43608227
261206,gm. Rytwiany,3,40.06193149,4.9,2857.57,6.8,102,60.3,6343,89,2114,91.24,70,51,21.23368728,50.50848976
261207,gm. Staszów,3,43.54764107,4.8,2971.56,6.4,104,61.3,1746,76.8,4366,93.95,92,115,21.2055307,50.58157346
261208,gm. Szydłów,3,43.80040323,6.1,3580.08,4.9,99,59.4,4788,79.3,4788,81.37,41,44,20.98593439,50.61039343
261301,gm. Kluczewsko,3,45.74169396,5.9,3662.47,7.2,96,61.3,0,82.5,2619,93.73,75,38,19.91716106,50.95984387
261302,gm. Krasocin,3,45.31830855,5.4,3369.91,6.4,97,61.2,10733,87,2147,93.83,104,56,20.10792604,50.89906715
261303,gm. Moskorzew,3,43.2885906,7.3,2919.34,6.8,100,67.4,1385,80.7,0,80.66,58,38,19.93824868,50.65724961
261304,gm. Radków,3,35.16587678,5.5,3673.78,6.6,101,70.5,0,78.6,2546,91.07,60,29,19.98825485,50.70880911
261305,gm. Secemin,3,37.9820519,6.3,2989.11,6.7,101,66.2,2440,82.8,4879,88.81,48,30,19.84323245,50.76327399
261306,gm. Włoszczowa,3,49.20160897,4.3,2744.64,6.3,103,60.3,2469,79.1,3293,90.2,78,78,19.95554485,50.83450927
266101,m. Kielce,3,58.43714395,4.3,5497.2,7.7,113,63.7,2176,58.5,14146,92.07,146,1806,20.60894831,50.86097866
280101,m. Bartoszyce,3,46.90947559,5.3,3192.07,10.3,112,59.3,3025,59.2,3457,101.65,90,2052,20.80701601,54.2528058
280102,m. Górowo Iławeckie,3,44.05144695,4.3,4352.68,12.8,104,58.3,2070,59.9,1380,121.01,92,1247,20.48945234,54.28744428
280103,gm. Bartoszyce,3,36.04598224,5.3,3523.72,14.6,97,52.4,0,76.3,2201,67.36,51,26,20.79815596,54.24466793
280104,gm. Bisztynek,3,29.95677504,4.7,3812.06,13.3,106,54.2,3265,66.9,1632,80.62,60,32,20.94026055,54.08630866
280105,gm. Górowo Iławeckie,3,32.86899822,6.6,4100.61,19,99,54.8,0,66.1,0,70.9,33,17,20.47222236,54.30210601
280106,gm. Sępopol,3,30.59517018,3.7,3660.33,17.9,99,57,6490,65.7,1623,76.13,50,26,21.02179926,54.29248972
280201,m. Braniewo,3,48.45708422,4.3,2889.8,10.4,105,54.5,2452,61,953,112.15,94,1383,19.82022971,54.37687345
280202,gm. Braniewo,3,33.98994975,4.2,3583.75,17.4,94,50,0,69.8,3107,40.39,47,20,19.88977492,54.37947893
280203,gm. Frombork,3,38.15187557,6.8,4141.79,13.3,104,53.1,3726,70.1,3726,70.67,76,30,19.69166393,54.33833556
280204,gm. Lelkowo,3,30.01605136,3.6,3921.57,20.6,103,51.1,0,65.9,1003,77.95,40,15,20.19630648,54.34682693
280205,gm. Pieniężno,3,33.82189239,4.5,4074.43,15.1,94,51.1,2155,71.1,2155,84.11,74,27,20.16320894,54.24104042
280206,gm. Płoskinia,3,35.55878084,3.5,4764.9,14.4,99,58,0,74.5,1276,79.51,57,15,19.91544123,54.26095273
280207,gm. Wilczęta,3,33.47005742,3.9,4200.27,19.1,95,55.4,0,74.8,3083,75.65,42,21,19.85621938,54.17138202
280301,m. Działdowo,3,44.00138897,4.6,2809.66,9.1,108,55.5,2140,71.1,10701,98.9,85,1866,20.17807629,53.24097312
280302,gm. Działdowo,3,31.44923654,5.6,3611.79,14.5,97,58.5,0,75.5,1234,74.12,41,36,20.14255917,53.28667267
280303,gm. Iłowo-Osada,3,36.01746725,6,3247.02,13.4,107,60.3,7321,74.2,2440,94.77,49,71,20.29821081,53.18778126
280304,gm. Lidzbark,3,36.49375434,5.8,2967.83,14,102,58.7,3611,79.1,2889,96.25,61,57,19.83102917,53.24662126
280305,gm. Płośnica,3,34.18236301,5.2,3703.2,12.2,100,61.7,5763,82.4,1441,78.92,48,35,20.01313056,53.24287406
280306,gm. Rybno,3,43.43116702,5.5,3575.53,11.8,100,56.7,7312,84.6,2437,95.27,55,49,19.93762133,53.36996069
280401,gm. Elbląg,3,36.7007451,4,3788.62,11.1,95,51.5,0,88.2,1488,65.65,88,39,19.42327475,54.15088173
280402,gm. Godkowo,3,29.28490352,5.6,3411.88,14.9,103,60.5,0,73.2,797,73.31,46,19,19.91484661,54.07556866
280403,gm. Gronowo Elbląskie,3,35.28672032,5,3373.98,11.2,99,52.1,5167,76.5,2584,71.19,64,58,19.30145238,54.09940948
280404,gm. Markusy,3,30.34094464,4.3,3337.38,11.9,97,56,0,79.3,1046,82.91,48,38,19.40277399,54.04668482
280405,gm. Milejewo,3,39.73782772,2.7,3395.29,10.5,98,50.4,0,91,281,74.01,70,35,19.55624088,54.201214
280406,gm. Młynary,3,37.5168691,3.5,3807.1,10.8,99,57.3,4518,77,4518,82.5,63,29,19.69475773,54.20110462
280407,gm. Pasłęk,3,38.94501279,4.4,3356.13,12.7,104,57.4,3918,68.6,4898,89.91,71,74,19.68640122,54.04736515
280408,gm. Rychliki,3,28.81889764,6.3,3861.5,17.1,97,57.7,0,67.1,1961,74.46,43,30,19.50115624,53.98181295
280409,gm. Tolkmicko,3,36.84409926,4.1,3495.67,10.6,99,58.1,6846,75.1,2282,71.12,85,33,19.49276498,54.30068133
280501,m. Ełk,3,43.77583326,5.8,3049.67,8.8,107,56.1,2239,58.5,30231,92.88,85,2872,22.3612023,53.82134719
280502,gm. Ełk,3,33.99930708,5,3634.28,15.7,96,53.5,0,87.7,2254,70.23,76,30,22.34045361,53.82330944
280503,gm. Kalinowo,3,28.57930527,4.6,3325.75,11,93,55,0,80.3,3496,82.31,36,25,22.6426658,53.85244571
280504,gm. Prostki,3,26.42893704,4.1,3617.21,11.3,97,55,7459,70.3,2486,71.63,46,32,22.39067056,53.70659302
280505,gm. Stare Juchy,3,32.89473684,3.8,3328.44,11,98,57.6,0,79.4,3897,55.24,46,20,22.18144044,53.91075854
280601,m. Giżycko,3,45.93990982,4.7,3036.35,7.6,111,60.9,2287,58,14863,106.09,113,2167,21.76585405,54.03429411
280604,gm. Giżycko,3,39.83396226,4.2,3928.93,7.8,97,50.5,0,92.2,1384,65.55,94,28,21.74180187,54.03711484
280605,gm. Kruklanki,3,32.65064986,3.2,3362.06,8.5,94,53.9,0,88.7,1569,84.73,85,16,22.0394853,54.09676756
280606,gm. Miłki,3,33.77504848,7.6,4261.79,9.6,96,56.5,0,80.9,0,78.33,60,23,21.84481252,53.9277226
280608,gm. Ryn,3,33.45225603,4.8,3840.63,7.7,98,53.1,2923,68.1,2923,80.24,80,29,21.57277714,53.93909128
280610,gm. Wydminy,3,37.7985859,3.6,3649.25,8.3,98,57.7,3212,78.4,1606,84.44,66,28,22.0473231,53.96689366
280701,m. Iława,3,48.18278505,4.3,3121.23,3.6,108,60.8,2212,63.9,16587,101.88,95,1516,19.56592289,53.5982018
280702,m. Lubawa,3,49.66790648,4.5,3451.45,3.6,106,61.5,2017,72.4,10083,94.74,86,599,19.75211703,53.5049433
280703,gm. Iława,3,38.39193913,4.3,3488.07,4.1,97,53.6,12874,98.5,2575,71.21,74,30,19.58132919,53.63229536
280704,gm. Kisielice,3,31.48299877,4.6,3940.79,4.3,95,56,3028,75.7,2018,89.54,57,35,19.26572548,53.59659423
280705,gm. Lubawa,3,42.38944539,6.5,3111.9,2.3,96,59.7,0,90.1,3557,94.14,50,45,19.78161588,53.51284954
280706,gm. Susz,3,31.55676001,6.1,3681.83,7.6,98,56.1,3248,67.9,4331,85.79,68,50,19.37791659,53.72179204
280707,gm. Zalewo,3,29.34705465,5.5,3310.45,5.3,99,55.5,3474,71.4,2316,86.5,54,27,19.62313135,53.80884371
280801,m. Kętrzyn,3,43.66078179,3.8,2790.75,10.3,110,59.7,2773,57.6,3467,100.82,92,2679,21.37428653,54.08143949
280802,gm. Barciany,3,26.14503817,4.1,4397.75,15.5,96,54.7,6507,61.9,6507,80.89,44,22,21.31777432,54.23985866
280803,gm. Kętrzyn,3,32.02554745,4.9,3377.36,15,94,54.4,0,67.1,4219,67.87,58,30,21.41292759,54.0543087
280804,gm. Korsze,3,29.01849218,5.3,3679.4,17.2,100,52.2,5064,59.2,1688,79.21,47,41,21.15383997,54.16840057
280805,gm. Reszel,3,37.45387454,4,3654.3,14,105,58.1,2567,65.4,2567,79.87,70,43,21.1795362,54.02344425
280806,gm. Srokowo,3,30.85853957,5.6,3409.57,15.1,100,52.4,0,68.8,3944,77.95,46,20,21.49461342,54.22663198
280901,m. Lidzbark Warmiński,3,48.76437675,5.1,4064.72,9.1,108,60.1,2025,59,16200,94.16,100,1129,20.56969899,54.13184949
280902,gm. Kiwity,3,37.11821775,4.8,3346.76,12.2,94,51.8,0,90.8,1668,91,48,23,20.71993791,54.10637418
280903,gm. Lidzbark Warmiński,3,31.99117485,5.3,3268.89,11.8,95,51.8,6771,81,1693,64.3,50,18,20.51561001,54.12327648
280904,gm. Lubomino,3,29.94505495,5.2,3788.07,12.8,94,57,0,80.4,1211,83.28,59,24,20.25336877,54.05555497
280905,gm. Orneta,3,36.70707071,4.4,3268.26,15,105,58.2,2054,63.5,4109,83.68,96,50,20.14227321,54.1377185
281001,m. Mrągowo,3,47.57593123,5.3,3263,8.8,108,56.4,2000,63.7,22005,110.36,110,1486,21.30288859,53.8672907
281002,gm. Mikołajki,3,38.00209049,4.3,4931.07,11.9,102,55.5,2768,74.3,2768,89.82,96,32,21.58507782,53.81554201
281003,gm. Mrągowo,3,35.06576837,4.3,3309.08,9.9,101,50.9,0,90.6,2658,44.11,76,27,21.32933414,53.88917785
281004,gm. Piecki,3,35.7394931,5.2,3223.59,9.3,99,51.3,3879,86.6,1940,80.82,73,25,21.34809244,53.71988298
281005,gm. Sorkwity,3,35.45945946,4.3,3219.8,10.4,100,55,0,85.2,931,80,64,25,21.15338592,53.84354399
281101,gm. Janowiec Kościelny,3,34.02725208,6.3,4211.84,7,94,63.4,0,80.7,3277,87.14,57,24,20.525477,53.27903033
281102,gm. Janowo,3,37.32101617,3.3,4141.93,7.5,97,63.6,0,68.6,455,84.98,60,14,20.673798,53.35067115
281103,gm. Kozłowo,3,28.21368948,4,3557.14,9.8,96,55.3,6186,66.1,2062,83.79,42,24,20.29346494,53.33734206
