TERYT,Gmina,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
160503,gm. Strzeleczki,3,32.52137442,7,3359.44,5.9,108,51.6,2475,111.7,1061,87.94,58,63,17.83760554,50.46126871
160504,gm. Walce,3,30.78410311,6.3,2872.31,4.1,110,52.4,5550,116.6,1388,96.32,58,80,17.99431438,50.38965183
160505,gm. Zdzieszowice,3,38.01361634,5.4,2855.1,4.1,103,52,3208,75.8,3208,89.22,67,279,18.11177476,50.43322177
160601,gm. Domaszowice,3,47.46621622,4.4,3655.74,5.6,104,59.3,3647,88.6,3647,74.82,83,32,17.87187598,51.04751158
160602,gm. Namysłów,3,46.36354879,4.7,3082.09,5.4,106,59.4,2341,73.3,5150,92.64,114,89,17.7018601,51.07063338
160603,gm. Pokój,3,35.66893424,4,3494.65,7.2,107,51.5,5284,96.2,1761,81.98,80,40,17.87373269,50.92185762
160604,gm. Świerczów,3,43.28671329,6.9,3448.4,7.3,99,55.5,3429,88.2,1715,74.52,82,31,17.7645583,50.96633113
160605,gm. Wilków,3,37.69808173,5.1,3835.21,7.5,96,53.3,0,84,1502,87.99,78,45,17.63784952,51.12730459
160701,gm. Głuchołazy,3,40.93370408,4.8,3084.47,7.5,106,57.7,3465,75.3,2695,81.39,98,144,17.37245667,50.33969884
160702,gm. Kamiennik,3,38.10511757,4.2,4410.56,7.7,99,54.3,3570,89.5,1190,81.67,67,40,17.15580758,50.56435045
160703,gm. Korfantów,3,33.02999231,6.7,3114.51,6.2,103,50.1,4561,94.6,3040,79.02,60,51,17.5999728,50.48004395
160704,gm. Łambinowice,3,38.54251012,6,3010.63,7,105,56.7,7697,82.4,1924,86.23,67,62,17.5284219,50.53928031
160705,gm. Nysa,3,47.02875534,4.1,2681.2,6.4,108,59.8,2623,71.7,5246,90.24,118,265,17.35359259,50.45760186
160706,gm. Otmuchów,3,44.53166343,5.6,3101.99,6.3,106,57.4,2761,81.8,3451,81.3,85,74,17.17313434,50.4522215
160707,gm. Paczków,3,42.31096811,4.3,2852.6,8.4,103,57.1,2589,78.3,3236,89.19,103,162,17.02682453,50.44342935
160708,gm. Pakosławice,3,41.40676841,6.1,2990.46,7.8,100,46.7,0,90.9,1194,96.37,90,48,17.31608292,50.547161
160709,gm. Skoroszyce,3,37.56666008,4.3,2964.19,6,100,54,6287,88.6,2096,82.65,70,61,17.38536905,50.59797692
160801,gm. Dobrodzień,3,32.63778078,3.6,3111.5,3.5,107,54.8,2501,91.7,2501,101.67,76,61,18.45153801,50.72782435
160802,gm. Gorzów Śląski,3,38.02048909,7.1,3048.85,4.5,103,54.4,2406,90.2,1443,83.07,62,47,18.3886616,51.0377265
160803,gm. Olesno,3,39.29876811,3.9,3265.43,4,109,55.5,1794,89.5,3588,94.63,107,74,18.46504701,50.869157
160804,gm. Praszka,3,51.39748806,5.6,2697.89,4.3,103,59,2287,79.1,2744,94.31,92,133,18.49385167,51.07066203
160805,gm. Radłów,3,32.12976023,7.7,3025.74,4.7,106,53.1,0,109.5,1098,85.62,66,38,18.53287557,50.94492925
160806,gm. Rudniki,3,43.53731561,4.2,3360.46,4.9,103,63.9,4157,101.2,1663,92.07,77,83,18.60632998,51.02633829
160807,gm. Zębowice,3,30.20594966,6.7,3659.76,4.5,98,46.2,3721,108,1861,88.4,52,39,18.31830995,50.77411915
160901,gm. Chrząstowice,3,39.8054755,5.2,2680.46,4.1,105,52.7,6816,118.3,2272,79.06,96,83,18.08888271,50.65294689
160902,gm. Dąbrowa,3,43.41595662,5.1,3001.73,5,104,51.3,0,106,2408,85.25,96,74,17.76391378,50.70338486
160903,gm. Dobrzeń Wielki,3,42.00693212,4,5133.92,3.5,108,49.9,2910,105.5,3638,100.67,93,160,17.84979881,50.78873619
160904,gm. Komprachcice,3,42.66518601,3.7,2625.42,4.2,108,52.1,11111,117.4,5556,82.73,103,199,17.80959347,50.62838967
160905,gm. Łubniany,3,37.02138558,3.8,2891.3,3.8,106,52.3,4848,112.6,2424,64.81,101,77,18.00234899,50.79047781
160906,gm. Murów,3,30.15391285,2.7,3143.51,5.7,106,53,5504,94.1,1835,87.54,72,34,17.99746935,50.88444825
160907,gm. Niemodlin,3,42.82194637,5.3,3119.34,6.5,102,55.4,3354,78,3354,86.32,110,73,17.57983486,50.65112399
160908,gm. Ozimek,3,35.87413867,5.1,2618.26,4.8,106,50.3,3957,81.1,3298,92.34,73,157,18.22119002,50.69191637
160909,gm. Popielów,3,37.55299818,4.9,3092.53,4.8,108,54.9,2695,100.6,2022,89.9,79,46,17.73473757,50.84753427
160910,gm. Prószków,3,38.9577536,4.6,2808.2,3.4,109,55.4,3274,118.5,3274,74.27,92,81,17.8749553,50.57344829
160911,gm. Tarnów Opolski,3,37.514518,5.3,2775.02,4.1,107,51.2,4796,106.7,2398,91.17,74,117,18.05181609,50.58513797
160912,gm. Tułowice,3,45.8038661,5.3,2881.14,4.7,106,55.8,2629,76.8,2629,83.44,95,65,17.69980547,50.59187667
160913,gm. Turawa,3,36.63415854,4,2882.85,4.2,106,53.3,4889,107.9,2444,87.03,94,57,18.11110531,50.75344076
161001,gm. Biała,3,34.02769958,6.1,3020.29,5.3,109,56.3,2680,105.7,5361,92.13,71,55,17.69945907,50.42906463
161002,gm. Głogówek,3,35.40520719,5,2928.17,5.9,103,55.2,4482,98,1494,92.63,82,79,17.86573972,50.3415789
161003,gm. Lubrza,3,44.47600114,4.6,2993.49,8,106,56,0,111.4,727,82.06,59,52,17.64875928,50.32173066
161004,gm. Prudnik,3,47.16123808,4.2,2916.45,9.3,110,61.6,2765,71.3,4608,88.34,86,226,17.52342643,50.33805847
161101,gm. Izbicko,3,38.69074492,6.5,2798.35,2.7,110,53.8,5413,112.7,1804,91.12,71,64,18.16543762,50.56478785
161102,gm. Jemielnica,3,32.38255034,7.2,3017.07,3.4,102,49.7,3588,108.7,3588,96.36,52,63,18.39353276,50.57219338
161103,gm. Kolonowskie,3,34.43548387,4,2847.15,2.8,107,53.8,5957,95.3,1489,92.52,54,71,18.37308699,50.65849591
161104,gm. Leśnica,3,39.23303835,5.8,2983.02,3.3,108,54.4,3925,103.9,1121,95.68,67,83,18.21086196,50.43204846
161105,gm. Strzelce Opolskie,3,39.7932523,5.8,3107.07,4.5,105,55.8,3449,77.6,3880,95.6,84,153,18.28371297,50.5338255
161106,gm. Ujazd,3,38.3499902,5.7,3272.78,3.7,104,53.9,3176,99.5,2117,86.93,56,76,18.32991427,50.42968916
161107,gm. Zawadzkie,3,36.36923709,5.2,2638.85,3.3,105,50.8,2331,72.6,3885,92.53,58,142,18.52460415,50.58653415
166101,m. Opole,3,56.61324336,4.7,5423.05,5.1,113,61.2,2332,65.7,6996,98.44,174,1232,17.91774355,50.67937798
180103,gm. Czarna,3,37.37218814,3.7,3365.18,13.2,101,49.7,0,80.4,1201,77.33,81,13,22.60815139,49.3069587
180105,gm. Lutowiska,3,38.97550111,5.7,4075.11,14.8,94,46.9,0,74.5,2089,86.99,158,4,22.67210879,49.1517942
180108,gm. Ustrzyki Dolne,3,41.27731329,5.1,3199.13,11.9,103,53.8,3516,72.4,1953,80.27,92,37,22.58202045,49.48723713
180201,gm. Brzozów,3,46.55845683,4.5,2973.67,13.9,103,59.4,2957,85.7,2957,86.42,64,258,22.03345177,49.68923032
180202,gm. Domaradz,3,48.21612704,5.4,3155.37,16.8,98,58.9,3035,75.2,2023,88.89,46,107,22.0000168,49.7900346
180203,gm. Dydnia,3,40.54302807,4.6,3306.45,16.8,99,58.1,8054,82.9,1007,86.9,50,62,22.19430918,49.68482651
180204,gm. Haczów,3,47.30077121,5.7,3184.69,12.9,103,61.5,9303,89.4,1551,91.09,62,130,21.93013274,49.66279814
180205,gm. Jasienica Rosielna,3,60.18166804,4.4,3576.46,14.7,104,58.5,3885,84.8,1942,92.23,52,136,21.94633261,49.74660069
180206,gm. Nozdrzec,3,43.96691774,5.4,3064.75,14.9,103,65.2,0,82.7,1384,87.99,51,69,22.15430933,49.76555558
180301,m. Dębica,3,54.33549109,5.4,2958.46,8,106,56.2,2319,72.5,9278,98.15,91,1371,21.42061671,50.04341355
180302,gm. Brzostek,3,46.98038458,0,0,0,0,0,0,0,0,0,0,0,21.43081188,49.89715785
180303,gm. Czarna,3,50.47879617,6,3022.9,8.1,102,55.2,6479,95.8,4319,80.26,59,88,21.25377703,50.07812461
180304,gm. Dębica,3,51.49515155,5,3134.15,8,100,58,12745,91,2124,83.46,62,185,21.46441537,50.05494283
180305,gm. Jodłowa,3,43.04377722,6.3,3133.45,6.3,97,59.2,5416,94.1,5416,90.32,42,90,21.29682532,49.87729867
180306,gm. Pilzno,3,53.95784873,5.8,3461.45,6.3,100,59.8,4507,91.5,2003,84.97,59,109,21.2722765,49.97347992
180307,gm. Żyraków,3,51.62464731,7,3075.13,7.3,101,55.9,4616,98.6,1978,78.32,62,125,21.38766824,50.11534227
180401,m. Jarosław,3,50.0922744,4.8,3059.65,10.2,113,60.9,1668,69.7,12787,106.33,113,1108,22.67328234,50.03586371
180402,m. Radymno,3,49.52956989,6.3,2910.22,11.9,103,48.8,1342,71.3,5366,103.36,70,394,22.82743562,49.95426441
180403,gm. Chłopice,3,47.38110892,4.1,3399.27,9.6,100,56.4,5615,105.1,2808,87.43,35,114,22.70192114,49.9398353
180404,gm. Jarosław,3,47.79517725,5.3,2644.1,10,104,56.7,0,100.1,2195,61.97,59,116,22.70351239,50.04282646
180405,gm. Laszki,3,44.97642365,6.1,3073.79,13,99,59.7,3511,88.6,1756,79.52,43,51,22.91605607,50.02508156
180406,gm. Pawłosiów,3,51.33196721,5.9,2837.64,10.5,102,55,0,96.9,2811,64.93,69,178,22.61766897,50.00375696
180407,gm. Pruchnik,3,49.71787638,0,0,0,0,0,0,0,0,0,0,0,22.4907438,49.89819796
180408,gm. Radymno,3,45.49489569,3.8,2962.65,11.6,100,59.2,0,92.8,2291,81.09,48,63,22.93500997,49.95223484
180409,gm. Rokietnica,3,44.24653661,5.5,2883.46,10.3,104,60.9,4375,99.2,4375,82.23,40,77,22.62624575,49.88633457
180410,gm. Roźwienica,3,47.29486924,5.5,3055.95,11.7,101,56.2,6218,99.9,2073,82.82,50,90,22.57470954,49.92149746
180411,gm. Wiązownica,3,51.4457174,4.5,2944.44,9.5,102,55.7,3887,93.7,2916,86.94,60,48,22.80109392,50.1178628
180501,m. Jasło,3,51.62470776,4.7,3424.51,10.4,108,57.7,1636,69.1,9000,112.18,103,986,21.47076366,49.74819806
180502,gm. Brzyska,3,48.47596717,5.1,3210.22,10.1,103,56.6,6498,96.9,3249,87.78,47,145,21.37659495,49.82211284
180503,gm. Dębowiec,3,49.51627089,6.2,3264.09,11.2,103,58.9,4366,81.8,1091,84.32,50,101,21.41160588,49.64963985
180504,gm. Jasło,3,50.73370577,5.2,2647.21,10.6,104,56.7,16395,85.6,4099,61.36,61,176,21.48276268,49.73896669
180505,gm. Kołaczyce,3,47.74102745,0,0,0,0,0,0,0,0,0,0,0,21.48504447,49.80683547
180506,gm. Krempna,3,37.78481013,6.7,4504.29,12.7,88,46.2,0,75.5,1917,88.06,58,9,21.48676237,49.49239813
180507,gm. Nowy Żmigród,3,49.39518809,6.8,3368.29,12.3,100,56.9,9218,88.8,3073,86.83,54,89,21.53237491,49.59233576
180508,gm. Osiek Jasielski,3,46.45282135,6.5,2848.01,11.5,102,55.5,5403,89.5,2702,73.08,50,89,21.45333022,49.61515467
180509,gm. Skołyszyn,3,48.31282255,4.3,3233.85,12,101,57.5,6225,86.8,4150,90.99,53,159,21.32924459,49.7603947
180511,gm. Tarnowiec,3,48.2260008,5.4,2919.8,10.5,103,58.1,9204,92.7,3068,83.15,55,147,21.561203,49.70368013
180601,gm. Cmolas,3,49.96067327,4.4,3016.55,8.6,98,57.9,0,86,2031,78.74,44,61,21.6989126,50.31815386
180602,gm. Kolbuszowa,3,49.855,5.3,3015.33,7.3,105,54.6,4978,86.1,2766,79.13,77,146,21.80178024,50.21676892
180603,gm. Majdan Królewski,3,46.60639246,4.1,3085.78,10.1,98,55.6,3293,90.8,2470,75.59,48,64,21.77435329,50.39225103
180604,gm. Niwiska,3,48.36363636,4,3486.01,7.4,100,60.1,6032,92.7,3016,74.8,52,64,21.6348737,50.24207406
180605,gm. Raniżów,3,50.07125045,4.9,2973.56,7.7,95,56.7,7098,87.2,2366,72.61,48,73,21.99217,50.27620429
180606,gm. Dzikowiec,3,41.34282416,4,3318.85,6.8,100,54.3,6492,96.6,927,76.72,35,53,21.89580813,50.32530858
180701,gm. Chorkówka,3,46.89435166,4,3042.08,8.5,103,60.4,6724,91,1494,84.75,57,174,21.65427653,49.64173507
180702,gm. Dukla,3,43.16344763,5,3266.03,7.7,104,59.3,2949,79.3,14744,86.01,55,63,21.68009413,49.50869715
180703,gm. Iwonicz-Zdrój,3,51.37844612,3.5,3017.54,7.2,100,59.8,2197,92.4,2746,89.59,75,241,21.77796129,49.56720243
180704,gm. Jedlicze,3,44.77216105,4.5,2887.52,7,104,59.1,7756,95.6,3102,81.53,62,265,21.64656771,49.71418391
180705,gm. Korczyna,3,49.27455357,5.5,3052.51,7.1,104,60.5,5555,86.1,5555,81.97,74,119,21.82986856,49.74316918
180706,gm. Krościenko Wyżne,3,54.0348464,5.9,2771.89,6.3,100,60.6,2785,98.3,2785,67.19,90,342,21.82825451,49.67629287
180707,gm. Miejsce Piastowe,3,52.46636771,4.8,2948.68,7.4,105,60,4547,95.4,2728,93.7,71,266,21.77888226,49.63346882
180708,gm. Rymanów,3,51.46238504,5.3,3445.86,6.1,104,61.8,3952,95.6,3162,87.68,78,95,21.87076202,49.54569705
180709,gm. Wojaszówka,3,43.14603692,5.5,3074.8,6.9,104,60.1,9247,93.5,2312,83.43,66,111,21.70018597,49.77622362
180710,gm. Jaśliska,3,46.39045825,2.9,4959.27,8.8,102,64.8,0,78.2,1027,81.1,54,21,21.84902741,49.42393022
180801,m. Leżajsk,3,51.34742065,5,2816.57,9.5,108,58.4,1569,76.2,4707,98.16,111,686,22.41914535,50.26562002
180802,gm. Grodzisko Dolne,3,49.83942499,3.3,2779.81,9.6,101,60.3,4041,87.1,2694,81.9,48,103,22.44467307,50.16448573
180803,gm. Kuryłówka,3,44.31372549,6,3670.5,10.8,99,56.4,5699,95.5,1425,71.96,54,40,22.53573512,50.31545801
180804,gm. Leżajsk,3,48.5334178,5,2828.26,11.4,101,56.7,0,92.2,2238,81.56,51,101,22.41340853,50.23889112
180805,gm. Nowa Sarzyna,3,53.99219304,4.4,2984.5,11.8,101,57.7,4331,80.9,3609,79.88,45,151,22.29716143,50.32152627
180901,m. Lubaczów,3,48.12192724,5.4,3142.76,8.4,109,54.6,1367,73.9,6152,95.8,84,478,23.12000247,50.15671252
180902,gm. Cieszanów,3,42.5450935,6.3,3478.63,9.9,100,56.8,3707,87.4,1059,77.87,45,34,23.14219093,50.25943325
180903,gm. Horyniec-Zdrój,3,42.13564214,7.2,4560.71,9.7,101,57.6,2423,83.3,1615,79.87,47,24,23.39102389,50.23278192
180904,gm. Lubaczów,3,41.32108605,5.3,3478.61,10.6,99,54.4,0,96.5,1526,77.14,44,45,23.20490167,50.13882257
180905,gm. Narol,3,39.16156945,3.9,3554.28,9.3,94,59.8,2736,86.9,2736,88.81,53,40,23.28692512,50.3357573
180906,gm. Oleszyce,3,46.6249526,5.7,3285.37,10,100,54.9,3209,83.3,3209,86.5,69,42,22.98712395,50.14825471
180907,gm. Stary Dzików,3,38.99806255,3.7,4120.29,5.5,99,61.4,4334,112.5,2167,81.31,41,28,22.91745721,50.24386866
180908,gm. Wielkie Oczy,3,42.44437064,5.2,3599.47,10.5,103,57.7,0,95.2,1286,94.29,41,26,23.11781742,50.04165874
181001,m. Łańcut,3,57.37580845,5.1,3132.82,8.3,110,63.6,1621,84.7,5943,103.46,117,918,22.22486383,50.07359327
181002,gm. Białobrzegi,3,50.7733894,5.7,3146.6,10.4,102,62.2,8589,91.7,1718,80.52,58,153,22.34789037,50.1112201
181003,gm. Czarna,3,58.16790507,5.8,3491.31,10.1,106,57.1,3845,92.7,1922,92.55,74,148,22.17062563,50.12156509
181004,gm. Łańcut,3,57.0159752,5.4,2772.67,8.5,102,62.9,4296,94.9,2387,83.35,64,202,22.24988731,50.03959083
181005,gm. Markowa,3,49.81873688,6.9,2963.16,8.6,103,61.4,3268,88.3,2178,89.54,50,95,22.28665658,49.9880134
181006,gm. Rakszawa,3,53.47940403,6.3,3533.79,12.2,103,61.1,3632,84.6,3632,82.05,56,109,22.229034,50.18256532
181007,gm. Żołynia,3,51.22434282,5.2,3278.43,11.2,101,63.4,2322,78.6,3484,82.68,51,123,22.31017066,50.16000862
181101,m. Mielec,3,53.75548078,5.2,3232.43,8.1,107,58.3,2332,65.8,8663,90.91,103,1293,21.46332675,50.28777835
181102,gm. Borowa,3,50.84519573,7.7,2894.33,7.4,98,58.1,5612,94,1403,71.67,60,101,21.32613291,50.38413774
181103,gm. Czermin,3,45.09768452,3.9,2859.88,7.8,99,56.9,2344,93.3,1758,83.91,56,88,21.29481491,50.32722206
181104,gm. Gawłuszowice,3,52.48868778,6.9,2860.76,7.6,101,58.8,0,93,1374,69.63,53,81,21.39766411,50.41023399
181105,gm. Mielec,3,51.93162063,5.3,2906.52,8,100,57.3,6590,89.9,2197,79.48,72,107,21.45610586,50.29429438
181106,gm. Padew Narodowa,3,50.45763905,5.8,2805.07,7.5,99,60.8,2693,95.2,898,83.81,48,76,21.49536033,50.43822904
181107,gm. Przecław,3,48.61768917,0,0,0,0,0,0,0,0,0,0,0,21.48984071,50.20452425
181108,gm. Radomyśl Wielki,3,46.47721082,5.8,3243.99,8.2,99,59.6,7090,93.9,2836,84.86,61,89,21.26705973,50.19265326
181109,gm. Tuszów Narodowy,3,56.81205393,4.6,2977.14,9.6,99,59.3,8081,86.7,1616,68.6,60,91,21.50981357,50.37011054
181110,gm. Wadowice Górne,3,46.57347426,4.5,2892.18,7.4,97,59.7,7610,95.7,2537,76.46,52,88,21.25206959,50.26812075
181201,gm. Harasiuki,3,41.13587064,4.7,3088.44,12.7,98,52,6186,92.7,2062,85.58,44,37,22.46183963,50.5002561
181202,gm. Jarocin,3,39.71615229,4.6,2844.05,9.2,102,52.4,5430,98.4,2715,71.5,52,60,22.32945408,50.57891442
181203,gm. Jeżowe,3,53.15075441,5.9,3441.47,10.8,99,55.6,5093,93.8,2037,79.72,49,82,22.11436092,50.37021116
181204,gm. Krzeszów,3,43.31320104,4,3505.08,10.4,104,55.4,4261,93.8,4261,67.31,60,68,22.37449993,50.38736034
181205,gm. Nisko,3,47.49366531,4.8,2893.98,9.1,104,49.1,3203,85.8,5606,80.25,78,157,22.14118,50.48111042
181206,gm. Rudnik nad Sanem,3,43.0399426,3.7,2616.37,12.3,102,54.3,2561,87.2,3414,83.71,64,130,22.23685293,50.44076351
181207,gm. Ulanów,3,42.1879463,3.3,2728.41,10.6,102,55.1,4226,96.4,1690,77.16,50,71,22.3131566,50.49965583
181301,gm. Bircza,3,38.90605124,4.8,3620.23,12.8,95,54.9,3358,80.1,3358,88.21,58,26,22.43451574,49.6883488
181302,gm. Dubiecko,3,38.29424866,5.8,3205.19,10.7,102,64.6,9348,84.3,2337,84.35,47,61,22.38238357,49.81726136
181303,gm. Fredropol,3,40.33875641,5.4,3800.03,11.5,100,54.7,0,88.5,1387,77.44,43,35,22.69050468,49.65689459
181304,gm. Krasiczyn,3,45.77865808,6.2,2987.96,11.4,100,54.1,5146,94.6,2573,58.47,72,41,22.62871634,49.7448087
181305,gm. Krzywcza,3,41.85753838,5.1,3505.09,10.4,94,55.7,4882,90.7,1627,85.8,55,51,22.52750072,49.80034282
181306,gm. Medyka,3,45.13706346,5.5,3576.03,10.5,100,53.5,6539,89.8,1308,78.68,51,108,22.91271582,49.80752215
181307,gm. Orły,3,46.28505348,5.2,3431.69,9.4,100,55.6,0,102.4,1772,85.01,54,126,22.80265379,49.87994845
181308,gm. Przemyśl,3,48.58667961,4.9,3106.43,9.1,100,48.9,0,100.5,2604,69.01,75,96,22.74166473,49.77517326
181309,gm. Stubno,3,35.72542902,3.8,4138.33,10.7,100,56.8,3942,83.1,493,76.42,51,44,22.98301042,49.90099085
181310,gm. Żurawica,3,48.83363732,5,2964.87,10.5,100,54.9,0,98,2153,80.4,48,135,22.78194348,49.84088986
181401,m. Przeworsk,3,53.8179263,5.8,3034.38,10.9,109,60.3,1417,77,7793,112.5,97,704,22.49956375,50.05466358
181402,gm. Adamówka,3,44.91322561,3.6,3477.43,9.8,101,59.3,0,89.9,2056,85.8,51,31,22.72143885,50.26104733
181403,gm. Gać,3,47.64227642,5.4,3199.22,10.5,105,62.4,0,85.5,1536,85.19,43,128,22.39782252,50.02650756
181404,gm. Jawornik Polski,3,42.93098992,5.8,4051.18,11.1,103,59.8,4509,82.8,1127,92.31,55,72,22.30902061,49.9129275
181405,gm. Kańczuga,3,40.22016906,5.1,2803.4,11.3,103,59.9,4163,83.5,1784,84.11,49,119,22.39874904,49.95810095
181406,gm. Przeworsk,3,52.70201592,4.2,2667.6,13.1,104,60.7,14935,94.8,2489,73.68,47,164,22.48525846,50.06328515
181407,gm. Sieniawa,3,46.2359944,5.3,3981.28,9.1,99,52.3,3516,89.4,3516,86.42,54,55,22.66147482,50.185262
181408,gm. Tryńcza,3,50.8851566,4.3,3183.94,13.4,99,58.8,4211,92,1203,88.12,48,120,22.54311684,50.13065698
181409,gm. Zarzecze,3,51.05939562,6,3341.13,11.4,102,57.1,3588,91.3,7176,82.58,49,146,22.51940946,49.99016523
181501,gm. Iwierzyce,3,55.32583526,5.8,2928.43,9.3,101,59.5,7668,89.4,7668,83.33,56,117,21.75050786,50.01590437
181502,gm. Ostrów,3,45.03589564,6.6,6009.3,12.7,102,55.6,7189,91.3,1797,84.86,58,75,21.61058246,50.13986257
181503,gm. Ropczyce,3,54.359628,5.6,3035.57,9.9,102,57.1,3010,83.3,4515,93.11,80,195,21.56891812,50.02783252
181504,gm. Sędziszów Małopolski,3,57.14516389,5.7,2815.34,11.1,105,62.3,3357,82.4,2938,86.08,64,153,21.71835719,50.0855441
181505,gm. Wielopole Skrzyńskie,3,52.57427283,5.9,3375.63,10.4,100,62.6,8308,91.1,2077,80.19,55,89,21.59297172,49.94688088
181601,m. Dynów,3,50.03015075,6.8,3474.29,12.3,103,57.5,2056,78.9,6168,98.41,72,251,22.23307129,49.81204744
181602,gm. Błażowa,3,51.76808266,5.3,3048.02,7.1,101,60.2,3606,86,901,86.28,63,96,22.08122369,49.87693587
181603,gm. Boguchwała,3,58.90681804,0,0,0,0,0,0,0,0,0,0,0,21.87389631,49.99312324
181604,gm. Chmielnik,3,57.4000379,4.3,2958.31,7.4,101,61.1,6805,93.1,1361,80.87,63,129,22.15710158,49.97491129
181605,gm. Dynów,3,41.90864023,4.6,3002.05,10.4,98,61.1,0,84.8,774,81.35,46,59,22.22939064,49.82142905
181606,gm. Głogów Małopolski,3,56.71169687,5.8,3453.81,8.3,102,57.4,4887,97,3258,78.77,83,135,21.96595505,50.17017574
181607,gm. Hyżne,3,57.97233345,6.9,3057.25,8.4,101,61.4,3504,88,2336,91.35,50,137,22.19152146,49.91082284
181608,gm. Kamień,3,54.3698086,6.5,3911.14,9.9,100,54.9,3424,93.5,2283,84.4,47,93,22.11968018,50.32064084
181609,gm. Krasne,3,58.86583353,3,2930.97,7.2,104,58.7,10877,106.5,2175,86.53,95,278,22.1108007,50.05152569
181610,gm. Lubenia,3,55.56625578,4.3,2617.7,10.9,103,60.8,6448,85.2,2149,75.21,49,117,21.9630249,49.91315599
181611,gm. Sokołów Małopolski,3,53.95461057,4.9,3310.33,9.5,102,59,3418,90.4,2848,91.57,56,127,22.13091276,50.2325966
181612,gm. Świlcza,3,56.35890562,4.2,2835.9,8,104,58,8141,93.6,2714,81.42,67,145,21.86174449,50.09245264
181613,gm. Trzebownisko,3,57.81820432,4.9,3090.67,7.4,105,56.6,6993,100.8,6993,89.31,78,232,22.06470318,50.11393101
181614,gm. Tyczyn,3,56.85614979,5.3,2765.41,8,103,61,5778,98.2,2889,85.9,80,196,22.05461503,49.95197336
181701,m. Sanok,3,48.3412627,4.7,3156.23,6.1,109,58.4,1604,65.4,7697,95.47,96,1011,22.21539948,49.56024477
181702,gm. Besko,3,42.19919401,6.9,3208.86,7.3,103,59,2244,88,4488,86.4,55,163,21.95348384,49.5930389
181703,gm. Bukowsko,3,45.3063126,5.6,3413.78,6.1,99,58.9,5544,101.6,1848,93.1,77,40,22.05632878,49.4711966
181704,gm. Komańcza,3,30.7319224,5.4,2997.51,7.9,99,51.3,4933,69.3,1644,77.41,66,11,22.09088346,49.31857436
181705,gm. Sanok,3,45.6037682,5.8,3098.87,6.7,100,59.6,17810,96.9,1619,60.14,52,77,22.20190484,49.5863221
181706,gm. Tyrawa Wołoska,3,38.94870171,3.5,3869.28,8.8,98,54.3,0,90.7,1986,87.07,45,29,22.36243544,49.58643438
181707,gm. Zagórz,3,43.18376679,4.9,3439.62,6.9,100,56.4,4345,88.2,1862,81.69,59,82,22.21893178,49.43847634
181708,gm. Zarszyn,3,43.7366167,4.7,3096.69,7.3,106,58.7,9362,85.9,1560,76.48,50,89,22.01027018,49.5625128
181801,m. Stalowa Wola,3,50.88438093,5.2,3137.32,5.9,109,58.7,1966,58.5,12585,92.52,99,763,22.03027771,50.5620734
181802,gm. Bojanów,3,47.46535992,4.6,3406.08,6.9,96,52.4,7489,90.4,1498,80.21,44,42,21.97534543,50.44786949
181803,gm. Pysznica,3,45.75584168,4.1,2839.25,5.2,103,52.5,10650,107.7,3550,67.66,66,73,22.1600485,50.60436031
181804,gm. Radomyśl nad Sanem,3,41.55320222,5.7,3118.89,6.6,101,57.2,7342,94.5,1468,78.27,65,55,21.94707156,50.71491934
181805,gm. Zaklików,3,43.12199264,0,0,0,0,0,0,0,0,0,0,0,22.08504346,50.73632564
181806,gm. Zaleszany,3,45.82139172,5.5,2779.74,6.1,102,58.6,5433,100.2,1811,74.78,66,125,21.9403964,50.63605797
181901,gm. Czudec,3,54.29820819,6,2976.91,13.6,101,58.3,3929,93.6,1684,87.88,61,139,21.80589241,49.93928633
181902,gm. Frysztak,3,46.40274979,6.1,2766.73,15.9,100,57.4,2634,91.3,2107,84.25,64,116,21.5703759,49.84466343
181903,gm. Niebylec,3,52.86033126,4.9,2737.81,13.7,105,58.5,5258,98,2629,83.92,54,101,21.91738097,49.84534058
181904,gm. Strzyżów,3,46.7611336,5,2717.56,12.9,103,56.9,2968,88.4,2968,89.59,71,148,21.7844054,49.85617046
181905,gm. Wiśniowa,3,47.2213878,5.2,3545.1,14.4,100,58.6,4117,85.5,1647,88.97,55,99,21.65788751,49.88305496
182001,gm. Baranów Sandomierski,3,49.22163048,4.5,3086.38,7.7,102,56.6,6014,85.3,3007,81.19,63,99,21.59064456,50.45925212
182002,gm. Gorzyce,3,44.87741214,5.6,2682.22,6.4,101,54.8,4467,83.6,3351,88.04,64,195,21.82905227,50.6582928
182003,gm. Grębów,3,45.1332998,5.8,3113.91,8.6,100,59.3,4939,99.8,1976,88.92,53,53,21.85600791,50.54905498
182004,gm. Nowa Dęba,3,46.43891522,4.6,2922.97,7.3,107,55.4,2629,72.3,4601,77.58,67,128,21.73680927,50.47234491
182101,gm. Baligród,3,44.13919414,6.9,3689.83,14.1,99,55.7,3188,82.7,1594,78.1,106,20,22.27627029,49.32077201
182102,gm. Cisna,3,52.14331414,4.6,5100.95,17.5,98,44.7,0,102.2,1757,103.19,168,6,22.39217925,49.18071936
182103,gm. Lesko,3,45.431173,5.4,3648.81,13,105,62.7,2303,79.3,1440,81.36,103,103,22.34118905,49.46554579
