TERYT,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
040404,0,30.41853513,6.6,1858,18.5,104,59.5,0,79.3,2641,100.95,38,61,18.66051963,53.30078408
040405,0,30.3874092,5.7,1872,22.6,99,61.2,0,68.1,2186,89.84,34,62,18.56626386,53.25740056
040406,0,26.92807063,6.1,2081,19.2,98,61.6,0,75.2,1714,102.26,44,52,18.57282479,53.33972849
040407,0,30.1359372,5.8,1892,16.6,107,57.3,6768,76.6,3384,108.66,58,93,18.37455369,53.22355759
040501,0,36.65526951,6.4,1750,19.3,111,55.6,2611,59.5,3264,113.11,106,1741,19.05724715,53.11128484
040502,0,33.15143247,8.2,1721,13.3,98,74.4,0,90.9,2011,89.46,35,40,18.94544686,53.05082069
040503,0,29.22264875,5.4,1832,19.5,97,63.4,0,81.7,2027,72.96,56,41,19.08988874,53.1405722
040504,0,34.03985716,5.2,1962,15.2,103,63.1,3769,76,2827,100.22,70,80,18.87327995,53.14807883
040505,0,32.00890019,6.4,1762,15.5,96,68.1,0,80,1375,97.78,40,51,19.16976259,53.09264258
040506,0,31.75876411,5.1,1784,18.2,94,75.2,4526,76.8,1509,105.07,43,54,19.12105388,53.00980406
040601,0,29.52104132,6.8,1685,20,102,56.7,0,83.1,3425,86.38,74,62,18.7759149,53.46802204
040602,0,29.72440945,6,1850,17.6,100,60.3,6552,78.1,1638,101.42,44,53,18.94983964,53.45292462
040603,0,32.62530562,6.5,1832,23.2,102,57.8,2778,70.1,2778,104.27,53,61,19.10150961,53.53383132
040604,0,32.21296047,7.4,2133,21,102,65.4,4933,72.5,2467,105.39,53,54,18.93587801,53.37920418
040605,0,28.46104314,5.8,1673,23.1,96,59.8,0,78.7,4061,79.34,42,35,18.93241753,53.55431181
040606,0,28.83939039,5.7,2229,23.5,97,59.1,0,67.7,2133,102.26,35,45,19.12012236,53.44649176
040801,0,34.22396188,5.6,1756,17.4,109,56.5,1648,62.7,4943,115.12,122,1363,19.17863863,52.84443323
040802,0,30.20515059,3.8,2219,21.6,97,63.4,0,74,3044,94.84,64,32,19.0007558,52.78112797
040803,0,28.40722496,5.9,1844,13.9,100,70.8,3129,84.3,3129,113.51,37,42,19.23651048,52.95052578
040804,0,30.86162716,5.2,1959,18.9,101,60.5,2655,71.3,3983,113.41,53,69,19.30680383,52.67181249
040805,0,30.49709724,5.1,1793,18.9,99,65.8,3618,78.7,7236,90.2,48,74,19.11410364,52.92650517
040806,0,25.62360932,5.7,1753,21.5,103,67,0,80.1,2266,84.93,46,54,19.15052119,52.82696714
040807,0,32.21259976,5.1,2031,19.9,106,66.9,3753,72.7,3753,97.07,81,42,19.3722775,52.87289094
040808,0,30.81672748,7.5,1923,17.1,98,69.2,4642,70.4,2321,99.53,56,47,19.42765773,52.75200762
040809,0,29.76119992,5.5,1950,19.2,100,68.5,6592,71.9,2197,99.83,51,49,19.26341595,52.75100003
041101,0,35.68736362,4.8,1877,15.7,107,51.8,2886,71,1443,155.41,130,1004,18.53015339,52.61855397
041102,0,33.95792242,7.7,1839,13.9,99,68.9,0,85.2,1902,102.17,52,52,18.61929656,52.56096733
041103,0,32.41844769,8.1,1896,21.3,104,63.9,2760,78.9,5519,106.87,75,78,18.58568106,52.68908677
041104,0,30.40097576,5.2,1777,15.7,105,64.5,2718,86.7,4077,99.23,77,66,18.72492162,52.64572668
041105,0,30.16080533,5.1,1881,16.8,103,63.2,4831,78,4831,101.53,65,70,18.49500073,52.52303164
041106,0,31.57593123,4.3,1428,14,101,68.4,4408,94.6,1102,54.55,48,48,18.55373676,52.62899409
041107,0,34.74987858,3.7,2118,14,97,66.4,5079,85.5,1270,98.79,48,49,18.68861656,52.49824802
041201,0,33.61983723,5.3,1757,19.7,110,53.8,2765,64.1,3318,114.78,127,1514,19.41980849,53.06343033
041202,0,31.3284395,6.6,1900,18.2,105,68.6,0,76.6,1075,99.1,43,62,19.2658487,53.05040052
041203,0,24.6460409,6.9,2300,22.9,99,70.3,0,70.5,1565,104.09,59,34,19.40949125,52.97791453
041204,0,23.73445437,6.6,1814,21,97,69.6,0,81.2,2472,77.57,53,56,19.44132714,53.0612739
041205,0,29.82635342,9.5,1890,21,102,72.5,0,82.7,2044,100.72,56,49,19.60158902,53.02943935
041206,0,25.03793627,6.5,1899,22.6,102,70.2,0,79.5,1395,94.74,36,45,19.28356274,53.15275094
041501,0,32.20582033,5.5,1844,19.5,109,57.8,3062,55.7,1914,104.5,75,1955,18.60790865,53.18785847
041502,0,28.23984526,4.9,1721,17,100,60.5,9427,78.8,2357,86.75,45,53,18.64891942,53.19120597
041503,0,24.78984933,6.5,1935,18.3,106,63.8,2781,84.5,2781,109.28,54,49,18.96548228,52.91127367
041504,0,33.9008766,5,1825,11.1,103,52.6,5548,82.4,3329,98.42,79,157,18.76443277,53.04694488
041505,0,36.15805761,6.3,1998,13,101,65.1,5707,86.8,519,106.18,53,67,18.48521801,53.14002162
041506,0,28.49297367,6.8,1674,13.6,101,57,8325,88.2,1189,92.79,78,65,18.62857125,53.09755638
041507,0,32.78711884,5.5,1764,12.5,102,58.5,9820,92.6,2455,87.13,63,61,18.83877276,52.97160326
041508,0,35.40060342,5.5,8610,11.4,103,52.9,3889,85.4,1945,87.87,89,18,18.54762384,52.95245776
041509,0,31.67799903,5.1,1927,13.5,101,56.1,5654,82.2,2827,95.46,67,64,18.36603538,53.09772454
041701,0,34.71280771,5.3,1789,19.3,112,56.8,2767,59.3,1383,115.87,87,1622,18.95024276,53.27828663
041702,0,32.14432144,4.6,1928,16,97,69.4,0,78.9,1613,111.56,43,37,19.06093801,53.22845315
041703,0,36.44694059,7.6,2105,18.8,99,61.6,4294,78.8,4294,108.68,36,50,19.06692558,53.3264468
041704,0,33.64965376,5.4,2396,19.6,98,59,0,78.6,2499,100.9,56,42,18.79151118,53.32070864
041705,0,27.87211259,6,1769,18.8,102,63.2,0,75.5,2152,83.8,50,43,18.90748228,53.25560979
041801,0,43.00801165,3.2,2216,22,101,60.1,1744,72.9,3488,139.72,107,741,19.14503632,52.53267987
041802,0,28.09798271,5.2,2166,20.2,100,64.9,0,77.4,1816,96.83,58,34,19.28831972,52.50298878
041803,0,30.41798384,4.7,2314,17.5,102,68.4,0,73.8,3561,88.61,40,46,18.8899004,52.46047217
041804,0,29.48270033,4.8,1991,16.7,106,61.7,5526,71,2763,97.09,62,73,18.90189372,52.63028077
041805,0,26.66666667,5.3,1633,20.2,99,60.3,3954,73.6,3954,100,52,79,19.02592083,52.49955996
041806,0,27.7258567,4.8,2098,18.5,102,60.1,2136,73.6,6409,105.14,61,52,19.02011037,52.397176
041807,0,27.44157251,6.5,1798,16.4,101,56,8696,86.3,8696,84.58,77,114,19.10163541,52.70850529
041808,0,30.07374158,6.1,1793,16.1,103,66,2669,75.6,4003,97.19,62,61,18.79952195,52.39760261
041809,0,30.85998137,6.5,1418,15.6,96,65.5,0,78.5,1375,69.23,46,36,19.16673308,52.53068926
041810,0,32.43614392,5.3,2493,16.9,100,62.5,4674,91.2,4674,91.98,51,67,18.90714509,52.7353943
041811,0,33.15875614,6,1989,17.7,99,65.9,3776,70.5,1888,94.25,48,50,19.17310839,52.41110823
041812,0,39.9087096,5.8,1619,17.2,103,65.4,3346,79.6,3346,105.43,58,68,18.82393465,52.52475204
041813,0,29.95083579,5.2,2091,17.6,101,60.2,6331,80.7,1055,97.66,69,29,19.17130853,52.59731486
046201,0,35.33775528,5.5,2517,17.1,110,54.5,3983,55.7,6224,104.25,90,1695,18.77343798,53.47218136
046301,0,43.59595612,5.6,2480,7.9,115,47.7,3355,57.1,4622,103.56,121,1797,18.61890073,53.02110205
046401,0,38.39234193,4.9,2731,14.6,112,50,2726,54.4,5215,102.39,120,1415,19.05750399,52.66126908
060501,0,45.12964261,5.2,1703,10.7,101,84.7,3534,98,3534,99.65,47,50,22.47882547,50.86301745
060502,0,54.95739737,7.6,1320,10.9,105,81.5,3142,85.8,3142,93.88,32,45,22.60631615,50.77924149
060503,0,44.32796705,4.7,1429,14.7,100,76.7,0,86.3,2217,94.16,32,33,22.55018055,50.66383002
060504,0,67.03921967,6.8,1533,8.9,100,79,6315,93.5,1579,103.27,45,62,22.49103575,50.77284836
060505,0,46.85793401,6.3,1828,13.9,102,56.6,1791,82.9,16116,100.7,104,90,22.38351416,50.65689013
060506,0,43.31797235,6.4,1600,12.7,100,72.7,3634,85,1817,88.68,49,47,22.32679895,50.75014863
060507,0,36.41603353,4.4,1628,12.2,100,78.5,4954,95.5,2477,93.27,43,50,22.21578313,50.75866453
060701,0,46.93509221,5.8,1421,12,110,55.3,1809,62.2,9043,108.73,78,1431,22.2077606,50.94280449
060702,0,42.02641972,4.6,1619,15.9,102,71.4,2348,76.1,2348,97.46,40,62,21.88755237,50.89338835
060703,0,43.18450272,6,1425,10.6,101,67.7,5406,93.9,2703,80.23,36,62,22.0717632,50.95244478
060704,0,32.05016548,5.9,1495,14,102,71.3,7401,92.7,7401,103.99,40,47,22.00071568,50.86226928
060705,0,41.7568311,7.5,1401,10.6,105,66.5,6975,91.3,6975,66.43,37,66,22.25146,50.90928173
060706,0,41.60227735,5.3,1501,9.7,102,76.6,6243,92.9,2081,109.67,41,85,22.3443397,50.84274702
060707,0,38.98798689,4,1545,9.6,96,70.1,3494,93.3,1165,99.6,37,67,22.15191572,50.8537309
060708,0,45.22851394,7.4,1429,10.5,103,70.7,2970,94.9,2228,85.57,38,75,22.1363699,51.01115062
060709,0,45.85724122,6.4,1370,8,100,67.2,5564,97.6,1855,123.12,36,68,22.31677349,50.99898556
060710,0,40.86419753,7,1518,8.7,104,74.5,2326,91.2,1745,99.41,45,70,22.40221258,50.93487102
060801,0,43.87062283,7.4,1531,11.9,110,44.7,1644,69.5,4603,112.46,98,1654,22.60901473,51.46048224
060802,0,41.59241161,5.8,1661,9.4,96,77.4,4347,91.7,1087,101.48,42,51,22.28528418,51.46736632
060803,0,31.21890547,6,1918,14.7,102,72.5,6203,83,2068,98.18,30,49,22.48617834,51.56532715
060804,0,33.69218501,5.6,1705,20.1,105,77.4,2899,73.3,2899,82.79,47,44,22.26716941,51.61986059
060805,0,38.01751592,5.9,1543,12.9,103,71,3214,86.6,1071,96.47,51,57,22.44811891,51.45251224
060806,0,35.55391976,6.3,1761,20.8,101,72.8,2268,79.2,1134,105.57,55,68,22.42302631,51.6529859
060807,0,35.3515625,5.4,1452,13.1,105,66.4,5081,85.2,782,77.98,44,64,22.586871,51.44004073
060808,0,40.51311507,5.5,1708,14.9,102,79.9,3228,72.8,3228,100.4,39,47,22.33858315,51.54293317
060809,0,38.32395498,6.5,1652,14.4,101,72.3,6339,85.6,1585,97.34,36,66,22.70709148,51.52590843
060810,0,40.55216112,5.1,1804,10,100,71.2,1881,74.6,1881,102.07,41,46,22.83454767,51.46240649
060811,0,37.52238806,6.8,1800,12.7,107,76.5,4154,81.4,1385,96.71,28,46,22.5954857,51.59553646
060812,0,40.80980288,6.5,1624,11.8,103,73.9,4844,83.4,1211,101.29,42,64,22.72419184,51.43566872
060813,0,37.67323122,3.2,2301,9.7,101,71,3385,78.7,1128,100.4,43,31,22.93972535,51.47657143
060901,0,39.13002631,7.1,1311,11.2,106,61.4,3475,81.9,2780,98.63,58,104,22.25621049,51.16620373
060902,0,40.96945551,5.6,1630,8.2,102,77.2,3827,95.9,1276,85.71,42,57,22.2734199,51.07052078
060903,0,36.88185392,5.2,1328,10.1,105,69.7,3079,77.2,2053,94.96,53,84,22.54126676,50.99738014
060904,0,41.90434401,6.2,1569,8.4,103,67.7,2984,89.6,2238,99.86,47,87,22.34664105,51.36925558
060905,0,39.56594324,5.2,1646,7.1,104,58.2,0,95.2,7249,84.09,66,113,22.61507616,51.16529221
060906,0,29.55540586,6.7,1429,8.6,107,68.9,7540,86.1,1885,105.23,48,58,22.63723821,51.08540165
060907,0,41.02448888,4.5,1732,6.1,103,61.8,6085,95,3043,78.1,62,107,22.40340699,51.29773995
060908,0,42.68248831,4.7,1380,6.6,105,61.7,3615,108.4,2712,68.12,70,117,22.4179471,51.21728442
060909,0,35.40912382,4.8,1339,8,105,78.1,2490,79.4,996,95.88,46,39,22.72232886,51.0055921
060910,0,43.11449643,6.8,1500,8.9,104,65.2,2201,95.7,2751,100.9,49,103,22.38854605,51.11790164
060911,0,45.5510955,5.7,1609,7.9,103,58.5,5417,90.3,3250,85.95,53,115,22.55502686,51.34517978
060912,0,38.61403206,6,1414,8.7,102,63.1,3796,79.8,1898,95.05,51,70,22.45991031,51.06532118
060913,0,33.24064171,6.7,1551,10,105,70.6,5948,86,1983,105.2,33,74,22.24315385,51.23615732
060914,0,40.4697667,5,1532,6.8,102,59.9,3003,86.4,3003,76.28,49,124,22.69228948,51.28372203
060915,0,42.10277054,7,1444,8.3,105,81.2,5187,77.8,1729,98.97,37,45,22.68860709,50.91356372
060916,0,42.27642276,4.4,1379,8.2,104,82.8,3274,82.1,1637,96.79,32,43,22.56451712,50.89664267
061001,0,32.70782182,5.6,1904,13.5,105,69.2,3753,82,3753,92.98,38,51,23.13969917,51.30635864
061002,0,31.73333333,6.8,2225,15,96,67.5,4980,86.6,1245,94.44,32,41,22.95405322,51.37483373
061003,0,38.72793,5.8,1707,11.1,104,43,2806,66.2,4209,97.43,56,337,22.86534317,51.30464149
061004,0,27.8090273,4.7,1488,13,103,63.8,4632,72.1,2316,95.29,36,80,22.94618404,51.22389096
061005,0,34.84607219,6.3,2812,11,105,67.7,4884,87.2,2442,129.61,55,53,23.00878051,51.29746516
061006,0,33.37420304,6.7,1429,12.4,102,66.7,5494,86.3,1831,91.72,45,66,22.75503437,51.35522467
061101,0,42.73127753,6.3,1497,11.6,107,53.7,2551,68.6,7653,109.38,107,856,22.38072751,51.92908705
061102,0,44.93908154,9.1,1763,8.8,103,60.9,1359,67.2,2718,120.1,74,298,21.95799527,51.95861383
061103,0,39.04212102,5.9,2403,14.8,103,78.9,5820,84.2,2910,107.87,45,59,22.21124081,51.71604218
061104,0,33.38422392,7.9,1751,10.8,98,75.6,5201,80.7,3467,101.74,50,65,22.12515805,51.79195039
061105,0,40.13898081,6.7,1715,14.2,98,71.2,0,87.3,1033,89.6,46,54,22.34423867,51.94172393
061106,0,32.91962175,8.1,1726,12,106,83.9,0,85.2,2092,97.22,28,54,22.31643982,51.68988455
061107,0,50.34843206,6.4,1816,13,98,80.5,9807,91.1,9807,100.56,43,61,22.19255778,51.88245529
061108,0,36.14008942,6,1794,11,97,82.2,0,82.9,8611,97.01,38,50,22.01526543,51.9531126
061109,0,45.9122807,6.7,2127,9.1,96,82.6,7612,87.6,3806,105.67,32,54,22.5241518,51.99599622
061110,0,38.21609862,7,1540,14.4,96,75,7024,83.7,2341,99.48,35,65,22.33714178,51.77977351
061111,0,37.53616201,5.9,1531,9.6,97,83.8,0,88.5,5261,97.51,42,43,21.9795507,51.85527306
061201,0,43.15626212,6.6,1746,17.7,100,72.5,6772,81,2257,108.4,55,63,22.15085528,51.09479232
061202,0,36.04771784,5.5,1690,16.3,103,72.1,3506,73.1,1753,102.8,36,50,21.908386,51.02005142
061203,0,34.82751498,6.3,1603,20.2,100,68.6,3105,72,1553,98.51,28,65,22.0026363,51.24180874
061204,0,37.69767442,4.5,1633,14.9,106,71.9,5276,85,1055,90.32,34,49,21.84800967,51.15334201
061205,0,35.9728193,7,1456,17.2,108,62.3,2969,75,1979,101.44,67,92,21.9845734,51.11631603
061206,0,38.47493863,6.1,1553,16.7,108,55,3040,64.1,3040,94.77,58,181,22.09847826,51.20960234
061207,0,39.91945633,6.1,1645,14.9,101,73.8,2448,81.4,4896,112.7,33,62,21.88660488,51.25019104
061401,0,46.21949465,5.5,2134,10.7,112,57.4,2082,55.3,5553,104.5,105,987,21.97628975,51.4255092
061402,0,36.80926916,4.7,1647,11.8,107,78.6,2112,88.3,1408,100.31,43,50,22.16994023,51.54099014
061403,0,34.14889899,6.1,1690,13,98,62.8,3597,74.3,3597,105.38,71,46,21.88893272,51.33766862
061404,0,34.6331452,3,1992,12,106,68.4,3520,73,1408,92.7,83,97,21.99275392,51.3211341
061405,0,39.36909394,5.1,1510,10.2,101,66.8,4508,90.3,1803,91.08,51,101,22.07471339,51.40520456
061406,0,38.59399684,4.8,1510,14.2,104,62.5,2640,88,1584,94.31,77,78,22.1755225,51.40305064
061407,0,42.42803504,6.2,1691,14.3,98,68.8,3028,81.2,1514,92.06,46,75,22.25710056,51.38435771
061408,0,42.23516011,5.4,2530,10.7,113,65.9,1902,80,1359,105.12,77,151,22.22926077,51.30349969
061409,0,35.47546186,5.4,1596,13.1,105,66.9,5590,78.3,2236,88.14,55,70,21.89529697,51.45345237
061410,0,41.91195624,6.3,1662,12,102,67.9,4957,79,1239,92.63,52,80,22.12432319,51.30357038
061411,0,40.53529868,4.7,1535,11.3,103,71.6,3286,89.5,821,101.75,43,51,22.05788166,51.50879098
061601,0,39.78610345,5.4,1667,11.4,97,53.6,1815,60.9,4538,106.57,71,471,21.87355984,51.57176334
061602,0,41.21367521,5.4,1652,13.6,97,80.8,3678,91.5,3678,98,37,51,21.96992489,51.73582458
061603,0,41.9629292,5,1688,13.3,95,69.9,4305,88.8,2153,102.39,36,60,22.1038675,51.66283733
061604,0,41.7575216,6.4,1456,12.6,102,61.9,3424,76.6,2283,101.82,73,127,21.94932831,51.63020322
061605,0,41.77101968,3.9,1931,12,102,72.6,5514,75.1,1838,94.16,48,47,21.74559375,51.60844164
061606,0,43.9007581,7.3,1795,13.8,104,75.1,3576,79.1,3576,102.86,54,43,22.11831374,51.60201382
061701,0,43.45508748,6.4,1487,9.8,107,49.7,2669,57.7,3640,105.21,78,1968,22.68541181,51.21913988
061702,0,36.38861946,5,1595,11.2,106,63.7,8262,86.7,2754,77.02,59,86,22.78743709,51.22700185
061703,0,32.52672383,5.5,1515,10.1,106,67.8,2151,73.7,2689,100.53,52,63,22.80504855,51.13448546
061704,0,38.00670527,4.9,1443,8.9,109,78.9,3956,76.4,3956,98.03,27,40,22.85250098,51.02322706
061705,0,28.55176211,6.2,1691,17.3,103,64,4597,75.5,3064,92.76,34,109,22.98930538,51.14500402
066301,0,48.48140647,5.7,2208,7.9,117,49,1898,58.5,8874,105.03,112,2407,22.55662478,51.22575414
060101,0,44.46965815,6,1636,15.6,107,59.4,2149,69.8,17193,102.63,81,871,22.78328104,51.98078212
060102,0,40.32397408,4.1,1495,11.9,108,62.9,2991,73,5981,113.16,64,586,23.6177771,52.07383053
060103,0,38.24472201,5.5,1691,12.2,99,73.6,0,87.9,1530,89.46,47,38,23.11202628,52.03630342
060104,0,41.48764149,5.6,1697,13.3,102,77.8,5550,83.6,1388,104.23,32,24,22.89734336,51.92168283
060105,0,37.19719266,6.1,1586,11.5,100,71.7,5564,74.6,5564,89.68,51,41,23.22567248,52.19218913
060106,0,39.98813408,5.2,1973,13.2,109,78.2,4036,76.1,2018,98.31,35,27,23.58343062,51.92677913
060107,0,47.59797724,6.6,2093,11.4,104,71,4089,87.4,4089,113.16,39,47,23.10460112,52.20806206
060108,0,42.11143695,5.5,1906,11.7,99,77.5,4506,85.9,1127,84.14,34,46,23.03450407,52.12614238
060109,0,40.39133473,5.5,1592,8.9,102,82.3,5475,83.9,5475,100.2,39,27,23.19819508,51.90208014
060110,0,43.34847502,5.6,1765,11.8,100,78.2,0,88.9,1146,96.82,38,39,22.76288401,52.01463818
060111,0,33.53973168,6.3,1778,12.2,102,74.7,3777,78.4,1888,87.95,37,44,23.39710408,51.96048417
060112,0,38.42364532,8,1682,9.9,98,87.1,3304,74.2,3304,97.3,30,23,23.32635127,52.13085147
060113,0,39.4175767,5.7,1654,10.8,95,78.6,0,86.9,1208,105,49,32,23.10888039,51.84766929
060114,0,43.04788214,5.6,1656,13.7,104,82.4,2637,76.1,879,97.97,44,37,23.55062748,51.79125505
060115,0,37.5,6.6,1676,9.4,102,84.9,2766,89.6,2766,99.5,31,19,23.34273785,51.75299971
060116,0,36.60634295,6.4,2969,11,105,72,7043,74.3,0,85.05,34,50,23.55397565,52.07002445
060117,0,33.80855397,5.9,1525,9.2,102,95.7,3536,87.4,3536,109.88,32,21,23.42989768,51.85745298
060118,0,39.40955951,5.8,1673,13.2,105,75.8,5210,87.9,1737,101.01,50,30,23.17850684,51.77713782
060119,0,37.31644112,5.8,1932,12.1,97,82.9,4566,83.7,2283,105.3,43,31,23.41130342,52.05738523
060201,0,42.56031237,7.8,1554,9.9,107,50.5,2093,77.1,5442,101.17,104,1305,22.71124206,50.53853326
060202,0,43.74478732,7.2,1733,13.5,100,76.2,3188,95.6,3188,100.32,39,60,22.89115234,50.46971094
060203,0,38.8400335,6.2,1585,14.9,101,66,0,87.3,2086,94.23,50,48,22.67842686,50.54349466
060204,0,44.13837284,6.9,1624,11.4,101,65.5,3958,92.4,1979,96.41,51,37,22.62849814,50.41895804
060205,0,37.00288184,6.1,1564,11.9,100,75.7,3267,73.7,1307,104.67,45,61,22.73306247,50.65912626
060206,0,38.42721695,4.4,1634,10.8,99,77.7,4436,78.2,4436,81.41,38,66,22.70542064,50.7276481
060207,0,35.59611121,7.1,1955,15.8,102,68.7,3651,76.6,7301,95.08,60,59,23.05440453,50.48906615
060208,0,37.43169399,7,1862,10.1,100,70.2,6797,96.6,1699,96.82,55,48,22.77041332,50.4239587
060209,0,44.42840647,6.9,1933,5.5,104,73,2263,98.3,2263,95.78,45,30,22.96680651,50.39645412
060210,0,43.6537903,7.9,1885,10,103,67,4414,97.6,1471,97.58,26,39,22.98405181,50.33148739
060211,0,38.75283447,5.3,2124,7.6,99,78.7,5625,95.5,2813,98.41,35,51,22.51439565,50.39840339
060212,0,43.3989525,7.3,1801,10.1,100,66.6,3437,96.5,3437,99.42,58,60,22.7508004,50.33024886
060213,0,33.06606799,7.6,1747,16.2,97,72,4034,80.9,4034,97.37,47,28,22.88613771,50.55207363
060214,0,40.84907237,5.1,1472,9.3,106,82.5,3507,90.3,7014,99.78,48,43,22.73841165,50.81856242
060301,0,29.22698716,5.8,2053,19.4,106,59.1,4537,63.2,4537,98.03,41,316,23.2449958,51.11935641
060302,0,31.31725417,6,2155,15.2,97,59.3,3256,82.1,1085,98.6,37,31,23.78467184,50.96945379
060303,0,31.63939425,5.6,1547,13.6,103,62.5,0,82.7,2097,92.77,47,57,23.44715752,51.14108831
060304,0,29.1145925,5,1607,21,102,67.8,6978,70.6,1163,104.62,33,36,23.73611001,51.15083471
060305,0,30.14608234,4.4,1698,14.7,101,81.4,2764,66.3,2764,103.03,35,29,23.85690352,51.03469737
060306,0,31.4773093,4.9,1738,15.4,99,66.2,4037,76.9,4037,98.66,33,42,23.60699039,51.09744257
060307,0,37.82513319,4.4,1790,14.2,103,73.9,4016,68.8,1339,99.04,35,34,23.50511756,50.9972563
060308,0,29.29936306,7.3,1598,20.4,112,73.7,0,67.2,2343,93.16,24,54,23.1549763,51.13281642
060309,0,26.01413243,5,1642,20.2,98,67.2,4838,67.2,1613,87.66,23,43,23.61435348,51.23046454
060310,0,31.19068162,6.6,2196,15.9,102,71.3,2842,75.2,1137,97.57,37,30,23.44898102,51.28851369
060311,0,25.24392407,6.5,1662,16.6,102,71.4,7077,73.5,3539,98.27,28,46,23.16446551,51.19943468
060312,0,36.71930238,4.5,1906,14.9,101,67.5,2705,75.3,1353,96.99,30,37,23.30288328,51.2718321
060313,0,33.45821326,6.6,1757,13.1,99,76.1,4315,77.1,4315,94.07,32,39,23.55695722,50.93072927
060314,0,31.32756675,4.6,1907,16.1,103,74.7,3419,75.7,3419,100.65,29,25,23.68154146,51.03458558
060401,0,38.75877493,6.2,1712,15.1,110,53.9,1694,62.1,3727,111.21,106,568,23.88723713,50.80779402
060402,0,33.90525923,7.9,1637,17.8,101,66.5,6137,72.3,2046,95.15,39,29,24.00725264,50.53526248
060403,0,31.81154888,6.5,1690,16.9,105,75.9,2869,73.3,1913,99.01,31,44,23.99787925,50.90092893
060404,0,34.13400759,5.6,1640,14.6,100,71.8,10947,84.4,1368,88.86,35,42,23.90372872,50.81525729
060405,0,34.85242392,4.1,1327,11.8,101,72.5,3904,90.5,2603,90.1,36,33,23.91082654,50.64248497
060406,0,33.7753315,8.1,1483,13.6,107,69.2,4688,73.8,2344,97.35,39,52,23.72735839,50.82259409
060407,0,35.60122844,6.2,1525,14.3,99,74.5,5032,81.2,2516,95,37,42,23.6912326,50.89497597
060408,0,36.47791213,6.2,1569,11.3,101,70,3383,81.7,5075,104.32,39,54,23.75279061,50.72433029
060601,0,37.47677555,5.6,1711,12.5,111,53.5,2441,67.7,9766,103.05,78,464,23.16669737,50.98707264
060602,0,40.1520726,5.2,1523,10,103,69.8,5080,84.4,2540,95.27,30,72,22.94719264,51.07257875
060603,0,34.42092887,6.7,1321,11.1,113,79.7,4096,84.4,1365,95.24,27,43,22.98261779,50.95096264
060604,0,33.16019683,4.7,1495,15.1,103,71.9,4494,79.3,1797,98.24,41,65,23.14959363,50.89391275
060605,0,35.01898048,6.4,1790,11.2,103,67.2,9160,82.9,3053,98.79,37,61,23.1613643,51.00180708
060606,0,35.84493584,4.8,1499,12.3,102,82,4301,77.5,4301,102.33,25,39,23.35331101,50.9308239
060607,0,34.72063854,8.1,1538,11.5,103,82.1,4327,77.8,2164,105.35,29,41,23.06603824,51.05069895
060609,0,36.00538902,5.3,1538,12.4,105,86.7,3557,76.8,1779,103.54,25,40,22.95315448,50.86398553
060610,0,44.08198614,5,2008,11.8,107,75.4,4423,81.7,2212,92.37,49,45,23.34445572,51.00925735
060611,0,35.38821693,6.7,1486,11.7,108,83.5,2053,81.3,3080,101.18,38,47,22.84617914,50.90141427
061301,0,34.91340018,5.3,1883,15.3,103,72,3998,75.9,1000,95.16,47,21,23.03847469,51.59357919
061302,0,46.06606607,8.3,1750,10.3,98,75.8,4208,84.5,1052,101.52,37,38,23.06707998,51.70668975
061303,0,36.20115117,6,1515,10.8,99,75.4,4179,79.8,1393,97.03,36,36,22.91553741,51.72256133
061304,0,41.12731444,7.8,1521,12.3,106,60.7,2124,71.9,3718,100.9,72,102,22.89510723,51.6141365
061305,0,43.78920954,0.5,1635,9.7,106,79.3,1875,81.7,938,92.47,43,17,23.22505032,51.66370939
061306,0,38.82352941,5.6,1951,11.3,100,74.1,4856,73.4,1619,98.94,34,44,22.76580559,51.62302797
061307,0,33.83084577,6.8,2040,17.4,100,64.6,2646,69.8,882,95.81,48,15,23.09283412,51.4981378
061501,0,48.31121834,5.6,1488,11.9,106,52.1,2017,69.5,5378,102.22,80,836,22.62777688,51.77709771
061502,0,38.99487179,5.4,1820,15.7,100,73.2,3086,88.5,686,102.78,41,55,22.49660046,51.7293947
061503,0,54.07288317,4.6,1823,12,98,73.3,0,85.6,1550,102.58,38,43,22.64444414,51.67035533
